player_id,heatmap1,heatmap2
341143,"[{'x': 50, 'y': 50}, {'x': 86, 'y': 40}, {'x': 90, 'y': 45}, {'x': 62, 'y': 7}, {'x': 38, 'y': 32}, {'x': 47, 'y': 53}, {'x': 70, 'y': 35}, {'x': 75, 'y': 21}, {'x': 83, 'y': 10}, {'x': 90, 'y': 28}, {'x': 87, 'y': 26}, {'x': 49, 'y': 50}, {'x': 65, 'y': 31}, {'x': 65, 'y': 31}, {'x': 62, 'y': 26}, {'x': 67, 'y': 23}, {'x': 69, 'y': 35}, {'x': 69, 'y': 41}, {'x': 80, 'y': 35}, {'x': 28, 'y': 29}, {'x': 30, 'y': 38}, {'x': 42, 'y': 73}, {'x': 42, 'y': 73}, {'x': 37, 'y': 36}, {'x': 38, 'y': 58}, {'x': 65, 'y': 71}, {'x': 65, 'y': 71}, {'x': 67, 'y': 72}, {'x': 49, 'y': 49}, {'x': 63, 'y': 17}, {'x': 36, 'y': 82}, {'x': 65, 'y': 59}, {'x': 88, 'y': 47}, {'x': 90, 'y': 47}, {'x': 43, 'y': 70}, {'x': 91, 'y': 48}, {'x': 75, 'y': 89}, {'x': 86, 'y': 5}, {'x': 91, 'y': 5}, {'x': 42, 'y': 55}]","[{'x': 50, 'y': 50}, {'x': 86, 'y': 40}, {'x': 90, 'y': 45}, {'x': 62, 'y': 7}, {'x': 38, 'y': 32}, {'x': 47, 'y': 53}, {'x': 70, 'y': 35}, {'x': 75, 'y': 21}, {'x': 83, 'y': 10}, {'x': 90, 'y': 28}, {'x': 87, 'y': 26}, {'x': 49, 'y': 50}, {'x': 65, 'y': 31}, {'x': 65, 'y': 31}, {'x': 62, 'y': 26}, {'x': 67, 'y': 23}, {'x': 69, 'y': 35}, {'x': 69, 'y': 41}, {'x': 80, 'y': 35}, {'x': 28, 'y': 29}, {'x': 30, 'y': 38}, {'x': 42, 'y': 73}, {'x': 42, 'y': 73}, {'x': 37, 'y': 36}, {'x': 38, 'y': 58}, {'x': 65, 'y': 71}, {'x': 65, 'y': 71}, {'x': 67, 'y': 72}, {'x': 49, 'y': 49}, {'x': 63, 'y': 17}, {'x': 36, 'y': 82}, {'x': 65, 'y': 59}, {'x': 88, 'y': 47}, {'x': 90, 'y': 47}, {'x': 43, 'y': 70}, {'x': 91, 'y': 48}, {'x': 75, 'y': 89}, {'x': 86, 'y': 5}, {'x': 91, 'y': 5}, {'x': 42, 'y': 55}, {'x': 47, 'y': 58}, {'x': 46, 'y': 55}, {'x': 44, 'y': 55}, {'x': 57, 'y': 64}, {'x': 72, 'y': 62}]"
1165371,"[{'x': 38, 'y': 16}, {'x': 34, 'y': 10}, {'x': 74, 'y': 28}, {'x': 34, 'y': 25}, {'x': 14, 'y': 25}, {'x': 46, 'y': 5}, {'x': 44, 'y': 3}, {'x': 47, 'y': 7}, {'x': 74, 'y': 2}, {'x': 24, 'y': 9}]","[{'x': 38, 'y': 16}, {'x': 34, 'y': 10}, {'x': 74, 'y': 28}, {'x': 34, 'y': 25}, {'x': 14, 'y': 25}, {'x': 46, 'y': 5}, {'x': 44, 'y': 3}, {'x': 47, 'y': 7}, {'x': 74, 'y': 2}, {'x': 24, 'y': 9}, {'x': 74, 'y': 20}, {'x': 85, 'y': 14}, {'x': 54, 'y': 18}, {'x': 22, 'y': 18}, {'x': 35, 'y': 8}]"
1493157,"[{'x': 54, 'y': 5}, {'x': 58, 'y': 15}, {'x': 66, 'y': 52}, {'x': 10, 'y': 55}, {'x': 43, 'y': 21}, {'x': 49, 'y': 4}, {'x': 70, 'y': 6}, {'x': 78, 'y': 17}, {'x': 76, 'y': 18}, {'x': 76, 'y': 18}, {'x': 49, 'y': 47}, {'x': 78, 'y': 28}, {'x': 30, 'y': 35}, {'x': 32, 'y': 32}, {'x': 96, 'y': 12}]","[{'x': 54, 'y': 5}, {'x': 58, 'y': 15}, {'x': 66, 'y': 52}, {'x': 10, 'y': 55}, {'x': 43, 'y': 21}, {'x': 49, 'y': 4}, {'x': 70, 'y': 6}, {'x': 78, 'y': 17}, {'x': 76, 'y': 18}, {'x': 76, 'y': 18}, {'x': 49, 'y': 47}, {'x': 78, 'y': 28}, {'x': 30, 'y': 35}, {'x': 32, 'y': 32}, {'x': 96, 'y': 12}, {'x': 98, 'y': 44}, {'x': 82, 'y': 86}, {'x': 84, 'y': 87}, {'x': 91, 'y': 92}, {'x': 92, 'y': 91}, {'x': 92, 'y': 91}]"
1016788,"[{'x': 91, 'y': 45}, {'x': 89, 'y': 59}, {'x': 26, 'y': 66}, {'x': 89, 'y': 46}, {'x': 89, 'y': 43}]","[{'x': 91, 'y': 45}, {'x': 89, 'y': 59}, {'x': 26, 'y': 66}, {'x': 89, 'y': 46}, {'x': 89, 'y': 43}, {'x': 96, 'y': 27}, {'x': 6, 'y': 42}, {'x': 3, 'y': 40}, {'x': 9, 'y': 56}, {'x': 9, 'y': 56}]"
38162,"[{'x': 76, 'y': 82}, {'x': 92, 'y': 82}, {'x': 92, 'y': 82}, {'x': 91, 'y': 51}, {'x': 89, 'y': 44}, {'x': 89, 'y': 44}, {'x': 95, 'y': 88}, {'x': 41, 'y': 84}, {'x': 37, 'y': 84}]","[{'x': 76, 'y': 82}, {'x': 92, 'y': 82}, {'x': 92, 'y': 82}, {'x': 91, 'y': 51}, {'x': 89, 'y': 44}, {'x': 89, 'y': 44}, {'x': 95, 'y': 88}, {'x': 41, 'y': 84}, {'x': 37, 'y': 84}, {'x': 35, 'y': 86}, {'x': 59, 'y': 74}, {'x': 82, 'y': 51}, {'x': 68, 'y': 76}, {'x': 39, 'y': 29}, {'x': 66, 'y': 65}, {'x': 61, 'y': 79}]"
139235,[],"[{'x': 59, 'y': 7}]"
1519010,[],[]
1084846,[],[]
122848,[],[]
339909,[],[]
877371,[],[]
1111640,[],[]
826026,[],[]
